indvar0(* 1),indvar0(* 2),indvar0(* 3),indvar0(* 4),stime0
0.000000, 9.890551, 0.914000, 0.000000, 15-May-2010
0.159582, 9.890551, 0.945000, 0.150805, 16-May-2010
0.825755, 9.890551, 0.945000, 0.780339, 17-May-2010
0.666173, 10.049612, 0.784000, 0.522280, 18-May-2010
0.000000, 10.715786, 0.757000, 0.000000, 19-May-2010
0.014082, 10.715786, 0.714000, 0.010054, 20-May-2010
0.055204, 10.715786, 0.714000, 0.039416, 21-May-2010
0.041122, 10.727694, 0.682000, 0.028046, 22-May-2010
0.004612, 10.767908, 0.762000, 0.003515, 23-May-2010
0.006939, 10.765367, 0.796000, 0.005523, 24-May-2010
0.236837, 10.768959, 0.803000, 0.190180, 25-May-2010
0.234510, 10.771286, 0.893000, 0.209418, 26-May-2010
0.422061, 10.909602, 0.893000, 0.376901, 27-May-2010
0.552857, 10.909602, 0.917000, 0.506970, 28-May-2010
0.175286, 11.331663, 0.935000, 0.163892, 29-May-2010
0.044490, 11.246337, 0.935000, 0.041598, 30-May-2010
0.000000, 11.290827, 0.825000, 0.000000, 31-May-2010
0.002786, 11.290827, 0.771000, 0.002148, 01-Jun-2010
0.003031, 10.663398, 0.720000, 0.002182, 02-Jun-2010
0.561347, 10.660541, 0.720000, 0.404170, 03-Jun-2010
1.132918, 10.660786, 0.707000, 0.800973, 04-Jun-2010
0.571816, 11.221888, 0.699000, 0.399700, 05-Jun-2010
0.000000, 11.793704, 0.721000, 0.000000, 06-Jun-2010
0.008041, 11.793704, 0.721000, 0.005797, 07-Jun-2010
0.073867, 11.793704, 0.788000, 0.058207, 08-Jun-2010
0.065827, 11.801745, 0.812000, 0.053451, 09-Jun-2010
0.000000, 11.856276, 0.940000, 0.000000, 10-Jun-2010
0.000000, 11.673194, 0.940000, 0.000000, 11-Jun-2010
0.018173, 9.781827, 0.905000, 0.016447, 12-Jun-2010
0.188000, 9.781357, 1.012000, 0.190256, 13-Jun-2010
0.171306, 9.799531, 1.012000, 0.173362, 14-Jun-2010
0.175010, 9.969357, 0.952000, 0.166610, 15-Jun-2010
0.252122, 9.970837, 0.827000, 0.208505, 16-Jun-2010
0.158745, 10.127214, 0.755000, 0.119852, 17-Jun-2010
0.190969, 10.205663, 0.716000, 0.136734, 18-Jun-2010
0.240214, 10.285816, 0.709000, 0.170312, 19-Jun-2010
0.200082, 10.396633, 0.777000, 0.155463, 20-Jun-2010
0.993010, 9.930582, 0.823000, 0.817247, 21-Jun-2010
1.213327, 10.001265, 0.823000, 0.998568, 22-Jun-2010
0.294500, 10.923592, 0.845000, 0.248853, 23-Jun-2010
0.003500, 11.214592, 0.880000, 0.003080, 24-Jun-2010
0.022755, 10.530602, 0.926000, 0.021071, 25-Jun-2010
0.062857, 10.525408, 0.976000, 0.061349, 26-Jun-2010
0.078847, 10.548163, 0.976000, 0.076955, 27-Jun-2010
0.462031, 9.211173, 0.949000, 0.438467, 28-Jun-2010
0.814633, 8.042429, 0.897000, 0.730725, 29-Jun-2010
0.803551, 8.465714, 0.843000, 0.677394, 30-Jun-2010
0.524214, 8.857061, 0.701000, 0.367474, 01-Jul-2010
0.896071, 9.269265, 0.673000, 0.603056, 02-Jul-2010
1.813153, 9.381276, 0.742000, 1.345360, 03-Jul-2010
2.318878, 10.165337, 0.830000, 1.924668, 04-Jul-2010
2.193265, 11.194429, 0.830000, 1.820410, 05-Jul-2010
1.808500, 12.484214, 0.802000, 1.450417, 06-Jul-2010
0.907939, 13.387694, 0.849000, 0.770840, 07-Jul-2010
0.002918, 14.292714, 0.896000, 0.002615, 08-Jul-2010
0.000000, 14.295633, 0.974000, 0.000000, 09-Jul-2010
0.000000, 14.125408, 0.974000, 0.000000, 10-Jul-2010
0.001745, 14.125408, 0.973000, 0.001698, 11-Jul-2010
0.051622, 14.125367, 0.969000, 0.050022, 12-Jul-2010
0.187949, 14.127112, 0.859000, 0.161448, 13-Jul-2010
0.155388, 14.176878, 0.811000, 0.126019, 14-Jul-2010
0.454745, 14.314949, 0.811000, 0.368798, 15-Jul-2010
0.458755, 14.330622, 0.786000, 0.360582, 16-Jul-2010
0.021327, 14.768051, 0.786000, 0.016763, 17-Jul-2010
0.559500, 14.771929, 0.816000, 0.456552, 18-Jul-2010
0.599898, 13.779500, 0.826000, 0.495516, 19-Jul-2010
0.139418, 14.338949, 0.842000, 0.117390, 20-Jul-2010
0.099020, 14.370235, 0.863000, 0.085455, 21-Jul-2010
0.000000, 14.465847, 0.863000, 0.000000, 22-Jul-2010
0.412071, 14.465847, 1.045000, 0.430615, 23-Jul-2010
0.601867, 14.465847, 1.045000, 0.628951, 24-Jul-2010
0.805490, 14.877918, 0.869000, 0.699971, 25-Jul-2010
0.624490, 13.441418, 0.849000, 0.530192, 26-Jul-2010
0.009439, 13.927327, 0.776000, 0.007324, 27-Jul-2010
0.308929, 13.936122, 0.752000, 0.232314, 28-Jul-2010
0.769347, 13.936765, 0.745000, 0.573163, 29-Jul-2010
0.461061, 14.245051, 0.725000, 0.334269, 30-Jul-2010
0.001327, 14.696724, 0.725000, 0.000962, 31-Jul-2010
0.281306, 14.696724, 0.765000, 0.215199, 01-Aug-2010
0.454541, 14.698051, 0.765000, 0.347724, 02-Aug-2010
1.097796, 14.978031, 0.793000, 0.870552, 03-Aug-2010
1.748847, 15.152582, 0.915000, 1.600195, 04-Aug-2010
0.945745, 16.075806, 0.932000, 0.881434, 05-Aug-2010
0.343173, 16.900439, 1.018000, 0.349351, 06-Aug-2010
0.346867, 17.019735, 1.018000, 0.353111, 07-Aug-2010
0.982643, 17.242776, 0.982000, 0.964955, 08-Aug-2010
0.912827, 17.366602, 0.997000, 0.910088, 09-Aug-2010
0.879265, 18.225418, 1.158000, 1.018189, 10-Aug-2010
1.112520, 18.279429, 1.158000, 1.288299, 11-Aug-2010
0.537153, 19.104684, 0.869000, 0.466786, 12-Aug-2010
0.266296, 19.391949, 0.808000, 0.215167, 13-Aug-2010
0.016408, 19.641837, 0.810000, 0.013291, 14-Aug-2010
0.000000, 19.658245, 0.870000, 0.000000, 15-Aug-2010
0.000286, 19.498663, 0.879000, 0.000251, 16-Aug-2010
0.448714, 18.832490, 0.879000, 0.394420, 17-Aug-2010
0.741173, 18.832776, 0.829000, 0.614433, 18-Aug-2010
0.314918, 19.281204, 0.807000, 0.254139, 19-Aug-2010
0.022173, 19.559867, 0.812000, 0.018005, 20-Aug-2010
0.122571, 19.540918, 0.851000, 0.104308, 21-Aug-2010
1.040633, 19.540918, 0.941000, 0.979235, 22-Aug-2010
1.975347, 19.658878, 1.011000, 1.997076, 23-Aug-2010
2.107592, 20.574612, 1.011000, 2.130775, 24-Aug-2010
1.565408, 21.397388, 0.829000, 1.297723, 25-Aug-2010
0.555500, 22.447694, 0.725000, 0.402738, 26-Aug-2010
0.403408, 22.540735, 0.685000, 0.276335, 27-Aug-2010
1.193245, 22.450337, 0.777000, 0.927151, 28-Aug-2010
1.034531, 22.768857, 0.777000, 0.803830, 29-Aug-2010
0.204296, 23.599092, 0.713000, 0.145663, 30-Aug-2010
0.001510, 23.803388, 0.737000, 0.001113, 31-Aug-2010
0.005459, 23.800602, 0.844000, 0.004608, 01-Sep-2010
0.003949, 23.801867, 0.844000, 0.003333, 02-Sep-2010
0.000000, 23.244714, 0.890000, 0.000000, 03-Sep-2010
0.011163, 22.672898, 0.942000, 0.010516, 04-Sep-2010
0.178969, 22.672898, 1.034000, 0.185054, 05-Sep-2010
0.608827, 22.684061, 1.034000, 0.629527, 06-Sep-2010
0.780786, 22.843827, 0.995000, 0.776882, 07-Sep-2010
0.714316, 23.219020, 0.964000, 0.688601, 08-Sep-2010
0.377357, 23.558786, 0.922000, 0.347923, 09-Sep-2010
0.043153, 23.933337, 0.903000, 0.038967, 10-Sep-2010
0.145541, 23.936143, 0.903000, 0.131423, 11-Sep-2010
0.261969, 23.958316, 0.921000, 0.241274, 12-Sep-2010
0.409633, 23.893684, 0.932000, 0.381778, 13-Sep-2010
0.252857, 24.048980, 0.932000, 0.235663, 14-Sep-2010
0.000000, 24.128306, 0.919000, 0.000000, 15-Sep-2010
0.186398, 24.049714, 0.919000, 0.171300, 16-Sep-2010
0.186398, 23.969561, 0.865000, 0.161234, 17-Sep-2010
0.002888, 24.045143, 0.828000, 0.002391, 18-Sep-2010
0.101235, 23.915745, 0.804000, 0.081393, 19-Sep-2010
0.098347, 23.847949, 0.853000, 0.083890, 20-Sep-2010
0.000000, 23.023969, 0.853000, 0.000000, 21-Sep-2010
0.199969, 22.732969, 0.832000, 0.166375, 22-Sep-2010
0.218622, 22.729469, 0.825000, 0.180364, 23-Sep-2010
0.132898, 22.929439, 0.831000, 0.110438, 24-Sep-2010
0.114612, 22.925337, 0.931000, 0.106704, 25-Sep-2010
0.066684, 22.999480, 0.967000, 0.064483, 26-Sep-2010
0.089551, 22.961102, 0.990000, 0.088656, 27-Sep-2010
0.107745, 22.604133, 1.004000, 0.108176, 28-Sep-2010
0.805735, 22.236020, 1.004000, 0.808958, 29-Sep-2010
0.721327, 21.908327, 0.937000, 0.675883, 30-Sep-2010
0.007724, 22.517541, 0.796000, 0.006149, 01-Oct-2010
0.007622, 21.733582, 0.753000, 0.005740, 02-Oct-2010
0.000000, 20.712112, 0.729000, 0.000000, 03-Oct-2010
0.000000, 19.422327, 0.729000, 0.000000, 04-Oct-2010
0.000000, 18.518847, 0.620000, 0.000000, 05-Oct-2010
0.000000, 17.613827, 0.666000, 0.000000, 06-Oct-2010
0.000000, 17.610908, 0.819000, 0.000000, 07-Oct-2010
0.000000, 17.610908, 0.938000, 0.000000, 08-Oct-2010
0.000000, 17.610908, 1.055000, 0.000000, 09-Oct-2010
0.000000, 17.610908, 1.055000, 0.000000, 10-Oct-2010
0.000000, 17.609163, 0.967000, 0.000000, 11-Oct-2010
0.000000, 17.559286, 0.908000, 0.000000, 12-Oct-2010
0.000000, 17.421214, 0.908000, 0.000000, 13-Oct-2010
0.000000, 17.403898, 0.744000, 0.000000, 14-Oct-2010
0.000000, 16.966469, 0.554000, 0.000000, 15-Oct-2010
0.000000, 16.945143, 0.607000, 0.000000, 16-Oct-2010
0.000000, 16.945143, 0.701000, 0.000000, 17-Oct-2010
0.000000, 16.385643, 0.779000, 0.000000, 18-Oct-2010
0.000000, 16.345245, 0.779000, 0.000000, 19-Oct-2010
0.000000, 16.246224, 0.749000, 0.000000, 20-Oct-2010
0.000000, 16.246224, 0.749000, 0.000000, 21-Oct-2010
0.000000, 16.246224, 0.738000, 0.000000, 22-Oct-2010
0.000000, 15.834153, 0.793000, 0.000000, 23-Oct-2010
0.000000, 15.644357, 0.911000, 0.000000, 24-Oct-2010
0.000000, 15.028663, 0.978000, 0.000000, 25-Oct-2010
0.000000, 15.019867, 0.978000, 0.000000, 26-Oct-2010
0.000000, 15.019224, 0.940000, 0.000000, 27-Oct-2010
0.007010, 14.710939, 0.787000, 0.005517, 28-Oct-2010
0.007010, 14.249878, 0.701000, 0.004914, 29-Oct-2010
0.000000, 14.256888, 0.664000, 0.000000, 30-Oct-2010
0.000000, 14.255561, 0.664000, 0.000000, 31-Oct-2010
0.000000, 13.975582, 0.579000, 0.000000, 01-Nov-2010
0.052622, 13.801020, 0.660000, 0.034731, 02-Nov-2010
0.052796, 12.877786, 0.820000, 0.043293, 03-Nov-2010
1.605796, 12.104796, 0.967000, 1.552805, 04-Nov-2010
1.605622, 11.984837, 0.967000, 1.552637, 05-Nov-2010
0.000000, 13.367418, 0.599000, 0.000000, 06-Nov-2010
0.000000, 13.243592, 0.503000, 0.000000, 07-Nov-2010
0.000000, 12.384776, 0.758000, 0.000000, 08-Nov-2010
0.000000, 12.330765, 0.758000, 0.000000, 09-Nov-2010
0.000000, 11.505510, 0.747000, 0.000000, 10-Nov-2010
0.000000, 11.218245, 0.679000, 0.000000, 11-Nov-2010
0.000000, 10.968357, 0.518000, 0.000000, 12-Nov-2010
0.000000, 10.951949, 0.604000, 0.000000, 13-Nov-2010
0.000000, 10.951949, 0.723000, 0.000000, 14-Nov-2010
0.000000, 10.951949, 0.882000, 0.000000, 15-Nov-2010
0.277878, 10.951663, 0.882000, 0.245088, 16-Nov-2010
0.277878, 10.503235, 0.880000, 0.244532, 17-Nov-2010
0.000000, 10.488367, 0.795000, 0.000000, 18-Nov-2010
0.000000, 10.466194, 0.746000, 0.000000, 19-Nov-2010
0.000000, 10.466194, 0.851000, 0.000000, 20-Nov-2010
0.000000, 10.343622, 0.851000, 0.000000, 21-Nov-2010
0.000276, 9.425561, 0.841000, 0.000232, 22-Nov-2010
0.000276, 8.368276, 0.841000, 0.000232, 23-Nov-2010
0.000000, 7.318245, 0.840000, 0.000000, 24-Nov-2010
0.000000, 6.803143, 0.890000, 0.000000, 25-Nov-2010
0.034296, 6.762745, 0.890000, 0.030523, 26-Nov-2010
0.065602, 6.399735, 0.808000, 0.053006, 27-Nov-2010
0.031306, 5.603796, 0.608000, 0.019034, 28-Nov-2010
0.000000, 5.430806, 0.729000, 0.000000, 29-Nov-2010
0.000051, 5.430806, 0.832000, 0.000042, 30-Nov-2010
0.058173, 5.429296, 0.832000, 0.048400, 01-Dec-2010
0.058122, 5.425398, 0.532000, 0.030921, 02-Dec-2010
0.000000, 5.483520, 0.647000, 0.000000, 03-Dec-2010
0.000000, 5.483520, 0.909000, 0.000000, 04-Dec-2010
0.043694, 5.472357, 0.909000, 0.039718, 05-Dec-2010
0.043694, 5.304551, 0.733000, 0.032028, 06-Dec-2010
0.000000, 4.907224, 0.683000, 0.000000, 07-Dec-2010
0.001918, 4.567459, 0.683000, 0.001310, 08-Dec-2010
0.038153, 4.192908, 0.667000, 0.025448, 09-Dec-2010
0.036235, 4.192020, 0.514000, 0.018625, 10-Dec-2010
0.000000, 4.187908, 0.705000, 0.000000, 11-Dec-2010
0.153755, 4.082714, 0.759000, 0.116700, 12-Dec-2010
0.160735, 3.925939, 0.759000, 0.121998, 13-Dec-2010
0.006980, 3.826837, 0.418000, 0.002917, 14-Dec-2010
0.000000, 3.833816, 0.597000, 0.000000, 15-Dec-2010
0.000000, 3.833816, 0.753000, 0.000000, 16-Dec-2010
0.000000, 3.647418, 0.753000, 0.000000, 17-Dec-2010
0.255327, 3.647418, 0.734000, 0.187410, 18-Dec-2010
0.255327, 3.644531, 0.722000, 0.184346, 19-Dec-2010
0.000000, 3.801510, 0.736000, 0.000000, 20-Dec-2010
0.000000, 3.801510, 0.738000, 0.000000, 21-Dec-2010
0.000000, 3.801510, 0.767000, 0.000000, 22-Dec-2010
0.000000, 3.601541, 0.767000, 0.000000, 23-Dec-2010
0.000000, 3.582888, 0.600000, 0.000000, 24-Dec-2010
0.053439, 3.468643, 0.843000, 0.045049, 25-Dec-2010
0.054480, 3.468276, 0.843000, 0.045926, 26-Dec-2010
0.001041, 3.455398, 0.341000, 0.000355, 27-Dec-2010
0.000000, 3.433204, 0.516000, 0.000000, 28-Dec-2010
0.000000, 3.348694, 0.612000, 0.000000, 29-Dec-2010
0.000000, 2.627469, 0.755000, 0.000000, 30-Dec-2010
0.000000, 2.627367, 0.778000, 0.000000, 31-Dec-2010
0.000000, 2.619745, 0.781000, 0.000000, 01-Jan-2011
0.015694, 2.619745, 0.781000, 0.012257, 02-Jan-2011
0.015694, 2.619745, 0.735000, 0.011535, 03-Jan-2011
0.000133, 2.635439, 0.735000, 0.000098, 04-Jan-2011
0.001724, 2.635439, 0.851000, 0.001468, 05-Jan-2011
0.683296, 2.635571, 0.851000, 0.581485, 06-Jan-2011
0.681704, 2.637163, 0.702000, 0.478556, 07-Jan-2011
0.000000, 3.318867, 0.702000, 0.000000, 08-Jan-2011
0.000000, 3.318867, 0.632000, 0.000000, 09-Jan-2011
0.002082, 3.318867, 0.632000, 0.001316, 10-Jan-2011
0.002082, 3.318867, 0.585000, 0.001218, 11-Jan-2011
0.000000, 3.320949, 0.417000, 0.000000, 12-Jan-2011
0.000000, 3.320949, 0.334000, 0.000000, 13-Jan-2011
0.000000, 3.320949, 0.488000, 0.000000, 14-Jan-2011
0.000000, 3.320949, 0.570000, 0.000000, 15-Jan-2011
0.044724, 3.320949, 0.712000, 0.031844, 16-Jan-2011
2.180561, 3.320949, 0.844000, 1.840394, 17-Jan-2011
2.135837, 3.365673, 0.844000, 1.802646, 18-Jan-2011
0.201133, 5.501510, 0.828000, 0.166538, 19-Jan-2011
0.201133, 5.501510, 0.789000, 0.158694, 20-Jan-2011
0.715296, 5.702643, 0.789000, 0.564368, 21-Jan-2011
0.715296, 5.702643, 0.734000, 0.525027, 22-Jan-2011
0.000000, 6.417939, 0.490000, 0.000000, 23-Jan-2011
0.000000, 6.417939, 0.835000, 0.000000, 24-Jan-2011
1.718592, 6.417939, 0.870000, 1.495175, 25-Jan-2011
1.752255, 6.417939, 0.870000, 1.524462, 26-Jan-2011
0.033663, 8.136531, 0.479000, 0.016125, 27-Jan-2011
0.000000, 8.163184, 0.516000, 0.000000, 28-Jan-2011
0.000000, 8.163184, 0.595000, 0.000000, 29-Jan-2011
0.000000, 8.163184, 0.605000, 0.000000, 30-Jan-2011
0.000000, 8.163184, 0.690000, 0.000000, 31-Jan-2011
0.000000, 8.163184, 0.825000, 0.000000, 01-Feb-2011
0.000000, 8.110561, 0.825000, 0.000000, 02-Feb-2011
0.000000, 8.110388, 0.627000, 0.000000, 03-Feb-2011
0.009622, 6.504765, 0.627000, 0.006033, 04-Feb-2011
0.240776, 6.504765, 0.609000, 0.146632, 05-Feb-2011
0.253490, 6.514388, 0.772000, 0.195694, 06-Feb-2011
0.474347, 6.745541, 0.772000, 0.366196, 07-Feb-2011
0.452010, 6.767878, 0.500000, 0.226005, 08-Feb-2011
0.000000, 7.219888, 0.633000, 0.000000, 09-Feb-2011
0.203786, 7.219888, 0.633000, 0.128996, 10-Feb-2011
0.203786, 7.219888, 0.525000, 0.106988, 11-Feb-2011
0.000000, 7.423673, 0.376000, 0.000000, 12-Feb-2011
0.000000, 7.423673, 0.410000, 0.000000, 13-Feb-2011
0.000000, 7.423673, 0.537000, 0.000000, 14-Feb-2011
0.000000, 7.423673, 0.611000, 0.000000, 15-Feb-2011
0.000000, 7.145796, 0.633000, 0.000000, 16-Feb-2011
0.000000, 7.145796, 0.676000, 0.000000, 17-Feb-2011
0.000000, 7.145796, 0.676000, 0.000000, 18-Feb-2011
0.000000, 7.145796, 0.570000, 0.000000, 19-Feb-2011
0.000000, 7.145796, 0.644000, 0.000000, 20-Feb-2011
0.000000, 7.145796, 0.644000, 0.000000, 21-Feb-2011
0.000000, 7.145520, 0.611000, 0.000000, 22-Feb-2011
0.000000, 7.145520, 0.660000, 0.000000, 23-Feb-2011
0.000000, 7.145520, 0.715000, 0.000000, 24-Feb-2011
0.000000, 7.145520, 0.715000, 0.000000, 25-Feb-2011
0.000000, 7.111224, 0.694000, 0.000000, 26-Feb-2011
0.000000, 7.079918, 0.640000, 0.000000, 27-Feb-2011
0.000000, 7.079918, 0.654000, 0.000000, 28-Feb-2011
0.089020, 7.079918, 0.654000, 0.058219, 01-Mar-2011
0.089020, 7.079867, 0.574000, 0.051098, 02-Mar-2011
0.000000, 7.110765, 0.530000, 0.000000, 03-Mar-2011
0.000000, 7.110765, 0.633000, 0.000000, 04-Mar-2011
0.016020, 7.110765, 0.691000, 0.011070, 05-Mar-2011
0.113265, 7.110765, 0.691000, 0.078266, 06-Mar-2011
0.097245, 7.083092, 0.660000, 0.064182, 07-Mar-2011
0.000000, 7.180337, 0.847000, 0.000000, 08-Mar-2011
0.001388, 7.180337, 0.847000, 0.001175, 09-Mar-2011
1.316827, 7.178418, 0.809000, 1.065313, 10-Mar-2011
1.315439, 7.143571, 0.541000, 0.711652, 11-Mar-2011
0.000000, 8.459010, 0.628000, 0.000000, 12-Mar-2011
0.000000, 8.459010, 0.630000, 0.000000, 13-Mar-2011
0.000000, 8.305255, 0.630000, 0.000000, 14-Mar-2011
0.000000, 8.298276, 0.646000, 0.000000, 15-Mar-2011
0.000000, 8.298276, 0.646000, 0.000000, 16-Mar-2011
0.000000, 8.298276, 0.642000, 0.000000, 17-Mar-2011
0.000000, 8.298276, 0.623000, 0.000000, 18-Mar-2011
0.000000, 8.298276, 0.610000, 0.000000, 19-Mar-2011
0.000000, 8.042949, 0.643000, 0.000000, 20-Mar-2011
0.000000, 8.042949, 0.731000, 0.000000, 21-Mar-2011
0.000000, 8.042949, 0.782000, 0.000000, 22-Mar-2011
0.000000, 8.042949, 0.794000, 0.000000, 23-Mar-2011
0.000000, 8.042949, 0.794000, 0.000000, 24-Mar-2011
0.000000, 8.042949, 0.697000, 0.000000, 25-Mar-2011
0.000000, 8.042949, 0.695000, 0.000000, 26-Mar-2011
0.000000, 7.989510, 0.688000, 0.000000, 27-Mar-2011
3.087388, 7.988469, 0.688000, 2.124123, 28-Mar-2011
3.087388, 7.988469, 0.623000, 1.923443, 29-Mar-2011
0.689888, 11.075857, 1.092000, 0.753357, 30-Mar-2011
4.051112, 11.075857, 1.092000, 4.423815, 31-Mar-2011
3.361224, 11.765745, 0.650000, 2.184796, 01-Apr-2011
0.000000, 15.126969, 0.501000, 0.000000, 02-Apr-2011
0.000000, 15.126969, 0.712000, 0.000000, 03-Apr-2011
0.000000, 15.111276, 0.829000, 0.000000, 04-Apr-2011
0.623633, 15.111276, 0.829000, 0.516991, 05-Apr-2011
0.623633, 15.111143, 0.744000, 0.463983, 06-Apr-2011
0.000684, 15.733184, 0.744000, 0.000509, 07-Apr-2011
0.000684, 15.051480, 0.731000, 0.000500, 08-Apr-2011
0.000000, 15.052163, 0.731000, 0.000000, 09-Apr-2011
0.000000, 15.052163, 0.739000, 0.000000, 10-Apr-2011
0.000000, 15.052163, 0.739000, 0.000000, 11-Apr-2011
0.000000, 15.050082, 0.739000, 0.000000, 12-Apr-2011
0.000000, 15.050082, 0.664000, 0.000000, 13-Apr-2011
0.000000, 15.050082, 0.662000, 0.000000, 14-Apr-2011
0.000000, 15.050082, 0.758000, 0.000000, 15-Apr-2011
0.000000, 15.050082, 0.758000, 0.000000, 16-Apr-2011
0.000000, 15.050082, 0.727000, 0.000000, 17-Apr-2011
0.000000, 15.005357, 0.810000, 0.000000, 18-Apr-2011
0.000000, 12.869520, 0.815000, 0.000000, 19-Apr-2011
0.000000, 12.869520, 0.815000, 0.000000, 20-Apr-2011
0.000000, 12.668388, 0.789000, 0.000000, 21-Apr-2011
0.000000, 12.668388, 0.786000, 0.000000, 22-Apr-2011
0.000000, 11.953092, 0.786000, 0.000000, 23-Apr-2011
0.728724, 11.953092, 0.665000, 0.484602, 24-Apr-2011
0.745571, 11.953092, 0.620000, 0.462254, 25-Apr-2011
0.016847, 12.681816, 0.676000, 0.011389, 26-Apr-2011
0.000000, 10.980071, 0.676000, 0.000000, 27-Apr-2011
0.000704, 10.946408, 0.674000, 0.000475, 28-Apr-2011
0.027041, 10.946408, 0.554000, 0.014981, 29-Apr-2011
0.026337, 10.947112, 0.598000, 0.015749, 30-Apr-2011
0.000000, 10.973449, 0.691000, 0.000000, 01-May-2011
0.000000, 10.973449, 0.739000, 0.000000, 02-May-2011
0.000000, 10.973449, 0.739000, 0.000000, 03-May-2011
0.015663, 10.973449, 0.674000, 0.010557, 04-May-2011
0.016643, 10.973449, 0.826000, 0.013747, 05-May-2011
1.329459, 10.989112, 0.826000, 1.098133, 06-May-2011
1.328480, 10.980469, 0.720000, 0.956505, 07-May-2011
0.000000, 12.077796, 0.719000, 0.000000, 08-May-2011
0.000000, 12.055459, 0.597000, 0.000000, 09-May-2011
0.000000, 11.603449, 0.610000, 0.000000, 10-May-2011
0.000000, 11.603449, 0.610000, 0.000000, 11-May-2011
0.000000, 11.603449, 0.695000, 0.000000, 12-May-2011
0.000000, 11.399663, 0.923000, 0.000000, 13-May-2011
0.719622, 11.399663, 0.939000, 0.675725, 14-May-2011
0.963745, 11.399663, 0.939000, 0.904956, 15-May-2011
0.245561, 12.119286, 0.950000, 0.233283, 16-May-2011
0.003429, 12.363408, 0.950000, 0.003257, 17-May-2011
0.001990, 12.364847, 0.913000, 0.001817, 18-May-2011
0.000000, 12.366837, 0.885000, 0.000000, 19-May-2011
0.000000, 12.366837, 0.835000, 0.000000, 20-May-2011
0.000000, 12.366837, 0.807000, 0.000000, 21-May-2011
0.000000, 12.366837, 0.717000, 0.000000, 22-May-2011
0.000000, 12.366837, 0.663000, 0.000000, 23-May-2011
0.000000, 12.366837, 0.627000, 0.000000, 24-May-2011
0.000000, 12.366837, 0.688000, 0.000000, 25-May-2011
0.000010, 12.366837, 0.688000, 0.000007, 26-May-2011
0.011296, 12.366837, 0.683000, 0.007715, 27-May-2011
0.011286, 12.366847, 0.746000, 0.008419, 28-May-2011
0.002133, 12.378133, 0.746000, 0.001591, 29-May-2011
0.002133, 12.378133, 0.752000, 0.001604, 30-May-2011
0.000000, 12.380265, 0.803000, 0.000000, 31-May-2011
0.509071, 12.291245, 0.826000, 0.420493, 01-Jun-2011
0.509071, 12.291245, 0.843000, 0.429147, 02-Jun-2011
0.000000, 12.800316, 0.843000, 0.000000, 03-Jun-2011
0.000000, 12.800316, 0.835000, 0.000000, 04-Jun-2011
0.000000, 12.784296, 0.813000, 0.000000, 05-Jun-2011
0.003490, 12.687051, 0.813000, 0.002837, 06-Jun-2011
0.003490, 12.687051, 0.735000, 0.002565, 07-Jun-2011
0.000000, 12.690541, 0.675000, 0.000000, 08-Jun-2011
0.172806, 12.689153, 0.707000, 0.122174, 09-Jun-2011
0.188469, 11.373714, 0.797000, 0.150210, 10-Jun-2011
0.015663, 11.546520, 0.799000, 0.012515, 11-Jun-2011
0.002061, 11.562184, 0.869000, 0.001791, 12-Jun-2011
0.002061, 11.562184, 0.896000, 0.001847, 13-Jun-2011
0.000000, 11.564245, 0.956000, 0.000000, 14-Jun-2011
0.345000, 11.564245, 0.956000, 0.329820, 15-Jun-2011
0.347398, 11.564245, 0.895000, 0.310921, 16-Jun-2011
0.002459, 11.909245, 0.895000, 0.002201, 17-Jun-2011
0.000061, 11.911643, 0.882000, 0.000054, 18-Jun-2011
0.000000, 11.911704, 0.799000, 0.000000, 19-Jun-2011
0.000000, 11.911704, 0.701000, 0.000000, 20-Jun-2011
0.000000, 11.911704, 0.679000, 0.000000, 21-Jun-2011
0.082694, 11.911704, 0.682000, 0.056397, 22-Jun-2011
0.250602, 11.911704, 0.691000, 0.173166, 23-Jun-2011
1.953357, 11.994398, 0.789000, 1.541199, 24-Jun-2011
1.805765, 12.162306, 0.859000, 1.551152, 25-Jun-2011
1.861204, 13.947755, 0.859000, 1.598774, 26-Jun-2011
2.245510, 13.968071, 0.814000, 1.827845, 27-Jun-2011
0.425663, 12.721571, 0.883000, 0.375861, 28-Jun-2011
0.192827, 13.126194, 0.928000, 0.178943, 29-Jun-2011
0.375112, 12.457347, 0.928000, 0.348104, 30-Jun-2011
0.668786, 9.267908, 0.889000, 0.594551, 01-Jul-2011
0.970602, 9.471235, 0.904000, 0.877424, 02-Jul-2011
0.793735, 9.936694, 0.904000, 0.717536, 03-Jul-2011
0.506388, 10.441837, 0.855000, 0.432962, 04-Jul-2011
0.315714, 10.730429, 0.829000, 0.261727, 05-Jul-2011
0.097918, 10.324592, 0.723000, 0.070795, 06-Jul-2011
0.807153, 10.422510, 1.002000, 0.808767, 07-Jul-2011
4.194541, 10.421827, 1.002000, 4.202930, 08-Jul-2011
3.428459, 11.228980, 0.823000, 2.821622, 09-Jul-2011
0.161857, 14.616367, 0.791000, 0.128029, 10-Jul-2011
0.284418, 14.657439, 0.885000, 0.251710, 11-Jul-2011
0.202204, 14.778224, 0.936000, 0.189263, 12-Jul-2011
0.039602, 14.941857, 0.981000, 0.038850, 13-Jul-2011
