indvar0(* 1),indvar0(* 2),indvar0(* 3),indvar0(* 4),stime0
0.000000, 4.654163, 0.622000, 0.000000, 01-Jan-2000
0.000000, 3.393490, 0.622000, 0.000000, 02-Jan-2000
0.000000, 4.654163, 0.674000, 0.000000, 03-Jan-2000
0.000000, 3.393490, 0.688000, 0.000000, 04-Jan-2000
0.000000, 3.010867, 0.688000, 0.000000, 05-Jan-2000
0.000000, 2.787194, 0.693000, 0.000000, 06-Jan-2000
0.000000, 2.743531, 0.693000, 0.000000, 07-Jan-2000
0.000000, 2.313224, 0.730000, 0.000000, 08-Jan-2000
0.000000, 2.313122, 0.746000, 0.000000, 09-Jan-2000
0.164776, 2.313122, 0.746000, 0.122923, 10-Jan-2000
0.164776, 2.256449, 0.618000, 0.101831, 11-Jan-2000
0.000000, 2.360653, 0.487000, 0.000000, 12-Jan-2000
0.000000, 2.360622, 0.487000, 0.000000, 13-Jan-2000
0.000000, 2.359082, 0.457000, 0.000000, 14-Jan-2000
0.000000, 2.335265, 0.349000, 0.000000, 15-Jan-2000
0.000000, 2.331878, 0.550000, 0.000000, 16-Jan-2000
0.000000, 2.331878, 0.643000, 0.000000, 17-Jan-2000
0.000000, 2.331878, 0.732000, 0.000000, 18-Jan-2000
0.004357, 2.331878, 0.880000, 0.003834, 19-Jan-2000
0.004357, 2.273765, 0.880000, 0.003834, 20-Jan-2000
0.000000, 2.062653, 0.708000, 0.000000, 21-Jan-2000
0.000000, 2.062653, 0.780000, 0.000000, 22-Jan-2000
0.017316, 2.062653, 0.850000, 0.014719, 23-Jan-2000
0.414316, 2.062653, 0.850000, 0.352169, 24-Jan-2000
0.397000, 2.079969, 0.396000, 0.157212, 25-Jan-2000
0.000000, 2.476969, 0.396000, 0.000000, 26-Jan-2000
0.000000, 2.476969, 0.403000, 0.000000, 27-Jan-2000
0.006388, 2.476969, 0.490000, 0.003130, 28-Jan-2000
0.012755, 2.476969, 0.558000, 0.007117, 29-Jan-2000
0.006367, 2.483357, 0.569000, 0.003623, 30-Jan-2000
0.457459, 2.489724, 0.569000, 0.260294, 31-Jan-2000
0.469092, 1.933520, 0.488000, 0.228917, 01-Feb-2000
0.028235, 2.264286, 0.529000, 0.014936, 02-Feb-2000
0.017684, 2.275918, 0.574000, 0.010150, 03-Feb-2000
0.001082, 2.292520, 0.657000, 0.000711, 04-Feb-2000
0.000000, 2.293602, 0.657000, 0.000000, 05-Feb-2000
0.000000, 2.293602, 0.472000, 0.000000, 06-Feb-2000
0.000000, 2.293602, 0.478000, 0.000000, 07-Feb-2000
0.001622, 2.293602, 0.478000, 0.000776, 08-Feb-2000
0.001622, 2.293602, 0.505000, 0.000819, 09-Feb-2000
0.000000, 2.295224, 0.547000, 0.000000, 10-Feb-2000
0.000000, 2.295224, 0.579000, 0.000000, 11-Feb-2000
0.000000, 2.295224, 0.619000, 0.000000, 12-Feb-2000
0.000000, 2.295224, 0.684000, 0.000000, 13-Feb-2000
0.213163, 2.295224, 0.684000, 0.145804, 14-Feb-2000
0.213490, 2.295224, 0.679000, 0.144960, 15-Feb-2000
0.000327, 2.508388, 0.672000, 0.000219, 16-Feb-2000
0.000000, 2.508714, 0.692000, 0.000000, 17-Feb-2000
0.000000, 2.508714, 0.753000, 0.000000, 18-Feb-2000
0.000000, 2.508714, 0.753000, 0.000000, 19-Feb-2000
0.000000, 2.508622, 0.695000, 0.000000, 20-Feb-2000
0.000000, 2.508541, 0.409000, 0.000000, 21-Feb-2000
0.000000, 2.508541, 0.459000, 0.000000, 22-Feb-2000
0.000000, 2.508541, 0.524000, 0.000000, 23-Feb-2000
0.000000, 2.459918, 0.614000, 0.000000, 24-Feb-2000
0.000000, 2.459918, 0.638000, 0.000000, 25-Feb-2000
0.000000, 2.449327, 0.638000, 0.000000, 26-Feb-2000
0.004327, 2.449286, 0.656000, 0.002838, 27-Feb-2000
0.004327, 2.449286, 0.656000, 0.002838, 28-Feb-2000
0.000000, 2.453612, 0.602000, 0.000000, 29-Feb-2000
0.000000, 2.453612, 0.602000, 0.000000, 01-Mar-2000
0.000000, 2.453612, 0.652000, 0.000000, 02-Mar-2000
0.000000, 2.453612, 0.754000, 0.000000, 03-Mar-2000
0.000010, 2.453612, 0.754000, 0.000008, 04-Mar-2000
0.000010, 2.453612, 0.695000, 0.000007, 05-Mar-2000
0.000000, 2.453622, 0.649000, 0.000000, 06-Mar-2000
0.000000, 2.441143, 0.606000, 0.000000, 07-Mar-2000
0.000122, 2.441143, 0.697000, 0.000085, 08-Mar-2000
0.000122, 2.441143, 0.699000, 0.000086, 09-Mar-2000
0.000000, 2.441265, 0.808000, 0.000000, 10-Mar-2000
0.000000, 2.441265, 0.808000, 0.000000, 11-Mar-2000
0.004816, 2.441265, 0.694000, 0.003343, 12-Mar-2000
0.004816, 2.441265, 0.551000, 0.002654, 13-Mar-2000
0.000031, 2.360929, 0.632000, 0.000019, 14-Mar-2000
0.048714, 2.335786, 0.749000, 0.036487, 15-Mar-2000
0.090184, 2.307092, 0.776000, 0.069983, 16-Mar-2000
0.085153, 2.337265, 0.776000, 0.066079, 17-Mar-2000
0.125408, 2.051276, 0.587000, 0.073615, 18-Mar-2000
0.153398, 1.614735, 0.722000, 0.110753, 19-Mar-2000
0.074224, 1.696490, 0.722000, 0.053590, 20-Mar-2000
0.002582, 1.767337, 0.572000, 0.001477, 21-Mar-2000
0.000061, 1.769918, 0.511000, 0.000031, 22-Mar-2000
0.000061, 1.696143, 0.616000, 0.000038, 23-Mar-2000
0.000000, 1.685316, 0.747000, 0.000000, 24-Mar-2000
0.000000, 1.685316, 0.768000, 0.000000, 25-Mar-2000
0.032745, 1.685316, 0.922000, 0.030191, 26-Mar-2000
0.710520, 1.685316, 0.923000, 0.655810, 27-Mar-2000
0.677939, 1.718061, 0.923000, 0.625737, 28-Mar-2000
0.003469, 2.307796, 0.659000, 0.002286, 29-Mar-2000
0.003306, 2.307959, 0.678000, 0.002242, 30-Mar-2000
0.016408, 2.311265, 0.678000, 0.011125, 31-Mar-2000
0.016408, 2.311265, 0.586000, 0.009615, 01-Apr-2000
0.000000, 2.327673, 0.705000, 0.000000, 02-Apr-2000
0.000000, 2.327673, 0.769000, 0.000000, 03-Apr-2000
0.034367, 2.327673, 0.769000, 0.026428, 04-Apr-2000
0.034367, 2.327673, 0.626000, 0.021514, 05-Apr-2000
0.000000, 2.362041, 0.741000, 0.000000, 06-Apr-2000
0.000000, 2.362041, 0.788000, 0.000000, 07-Apr-2000
0.014153, 2.362041, 0.788000, 0.011153, 08-Apr-2000
0.014153, 2.362041, 0.671000, 0.009497, 09-Apr-2000
0.000000, 2.376194, 0.688000, 0.000000, 10-Apr-2000
0.000000, 2.211418, 0.688000, 0.000000, 11-Apr-2000
0.000000, 2.211418, 0.681000, 0.000000, 12-Apr-2000
0.023000, 2.211418, 0.625000, 0.014375, 13-Apr-2000
0.448765, 2.211418, 0.681000, 0.305609, 14-Apr-2000
0.426194, 2.234418, 0.681000, 0.290238, 15-Apr-2000
0.002796, 2.660184, 0.656000, 0.001834, 16-Apr-2000
0.002367, 2.660612, 0.658000, 0.001558, 17-Apr-2000
0.000000, 2.662980, 0.658000, 0.000000, 18-Apr-2000
0.000000, 2.662980, 0.708000, 0.000000, 19-Apr-2000
0.000000, 2.658622, 0.785000, 0.000000, 20-Apr-2000
0.000000, 2.658622, 0.785000, 0.000000, 21-Apr-2000
0.000000, 2.658622, 0.764000, 0.000000, 22-Apr-2000
0.000000, 2.658622, 0.971000, 0.000000, 23-Apr-2000
0.003704, 2.641306, 0.971000, 0.003597, 24-Apr-2000
0.004418, 2.244306, 0.787000, 0.003477, 25-Apr-2000
0.000714, 2.248010, 0.602000, 0.000430, 26-Apr-2000
0.000061, 2.248724, 0.634000, 0.000039, 27-Apr-2000
0.000061, 2.248724, 0.670000, 0.000041, 28-Apr-2000
0.000000, 2.242398, 0.670000, 0.000000, 29-Apr-2000
0.024092, 2.236031, 0.670000, 0.016142, 30-Apr-2000
0.024092, 2.236031, 0.725000, 0.017467, 01-May-2000
0.000000, 1.802663, 0.725000, 0.000000, 02-May-2000
0.003796, 1.791031, 0.745000, 0.002828, 03-May-2000
0.003796, 1.774429, 0.778000, 0.002953, 04-May-2000
0.000000, 1.777143, 0.787000, 0.000000, 05-May-2000
0.000020, 1.777143, 0.787000, 0.000016, 06-May-2000
0.000020, 1.777143, 0.788000, 0.000016, 07-May-2000
0.000061, 1.777163, 0.806000, 0.000049, 08-May-2000
0.000061, 1.777163, 0.806000, 0.000049, 09-May-2000
0.000133, 1.775602, 0.734000, 0.000097, 10-May-2000
0.000133, 1.775602, 0.698000, 0.000093, 11-May-2000
0.000000, 1.775735, 0.603000, 0.000000, 12-May-2000
0.000000, 1.775735, 0.603000, 0.000000, 13-May-2000
0.022724, 1.775735, 0.610000, 0.013862, 14-May-2000
0.023143, 1.775735, 0.610000, 0.014117, 15-May-2000
0.006745, 1.585296, 0.680000, 0.004587, 16-May-2000
0.006327, 1.585388, 0.773000, 0.004890, 17-May-2000
0.000000, 1.591714, 0.773000, 0.000000, 18-May-2000
0.000000, 1.591714, 0.782000, 0.000000, 19-May-2000
0.000000, 1.591714, 0.814000, 0.000000, 20-May-2000
0.000245, 1.591714, 0.814000, 0.000199, 21-May-2000
0.009561, 1.591714, 0.779000, 0.007448, 22-May-2000
0.009602, 1.591959, 0.737000, 0.007077, 23-May-2000
0.000286, 1.601276, 0.666000, 0.000190, 24-May-2000
0.000000, 1.601561, 0.620000, 0.000000, 25-May-2000
0.000000, 1.601561, 0.606000, 0.000000, 26-May-2000
0.000000, 1.601561, 0.594000, 0.000000, 27-May-2000
0.000000, 1.601561, 0.643000, 0.000000, 28-May-2000
0.013490, 1.597235, 0.643000, 0.008674, 29-May-2000
0.013490, 1.597235, 0.675000, 0.009106, 30-May-2000
0.000051, 1.610724, 0.776000, 0.000040, 31-May-2000
0.000051, 1.610724, 0.813000, 0.000041, 01-Jun-2000
0.003071, 1.610776, 0.849000, 0.002608, 02-Jun-2000
0.003092, 1.610776, 0.863000, 0.002668, 03-Jun-2000
0.000939, 1.613837, 0.878000, 0.000824, 04-Jun-2000
0.001755, 1.613857, 0.878000, 0.001541, 05-Jun-2000
0.000847, 1.614776, 0.781000, 0.000661, 06-Jun-2000
0.215959, 1.615612, 0.695000, 0.150092, 07-Jun-2000
0.217561, 1.615500, 0.578000, 0.125750, 08-Jun-2000
0.001735, 1.831449, 0.578000, 0.001003, 09-Jun-2000
0.000214, 1.833061, 0.622000, 0.000133, 10-Jun-2000
0.465224, 1.833184, 0.732000, 0.340544, 11-Jun-2000
0.757439, 1.828459, 0.732000, 0.554445, 12-Jun-2000
0.326173, 2.293592, 0.751000, 0.244956, 13-Jun-2000
0.087418, 2.585867, 0.814000, 0.071159, 14-Jun-2000
0.059949, 2.571051, 0.843000, 0.050537, 15-Jun-2000
0.404714, 2.583102, 0.888000, 0.359386, 16-Jun-2000
1.126816, 2.545847, 0.888000, 1.000613, 17-Jun-2000
1.013735, 2.862408, 0.825000, 0.836331, 18-Jun-2000
1.433571, 3.519265, 0.777000, 1.113885, 19-Jun-2000
1.285980, 3.801918, 0.777000, 0.999206, 20-Jun-2000
0.139531, 4.950255, 0.695000, 0.096974, 21-Jun-2000
0.131439, 5.087837, 0.674000, 0.088590, 22-Jun-2000
0.240490, 5.089724, 0.674000, 0.162090, 23-Jun-2000
0.341163, 5.219276, 0.633000, 0.215956, 24-Jun-2000
1.038224, 5.330214, 0.644000, 0.668617, 25-Jun-2000
1.049092, 5.527694, 0.707000, 0.741708, 26-Jun-2000
0.311163, 5.657918, 0.789000, 0.245508, 27-Jun-2000
0.113449, 5.898847, 0.893000, 0.101310, 28-Jun-2000
0.292306, 5.965612, 0.967000, 0.282660, 29-Jun-2000
0.554602, 6.008990, 0.967000, 0.536300, 30-Jun-2000
1.254010, 6.241510, 0.914000, 1.146165, 01-Jul-2000
0.952143, 6.547184, 0.841000, 0.800752, 02-Jul-2000
0.015704, 7.495520, 0.888000, 0.013945, 03-Jul-2000
0.192041, 7.499327, 0.888000, 0.170532, 04-Jul-2000
0.525163, 7.476857, 0.794000, 0.416980, 05-Jul-2000
0.421286, 7.657000, 0.695000, 0.292794, 06-Jul-2000
0.081296, 8.002020, 0.673000, 0.054712, 07-Jul-2000
0.628990, 8.078286, 0.673000, 0.423310, 08-Jul-2000
0.806204, 8.069163, 0.745000, 0.600622, 09-Jul-2000
0.188643, 8.693122, 0.750000, 0.141482, 10-Jul-2000
0.097122, 8.875367, 0.764000, 0.074202, 11-Jul-2000
0.090837, 8.881765, 0.790000, 0.071761, 12-Jul-2000
0.088031, 8.972490, 0.880000, 0.077467, 13-Jul-2000
0.411378, 8.949602, 0.927000, 0.381347, 14-Jul-2000
4.146796, 8.611755, 0.927000, 3.844080, 15-Jul-2000
3.844031, 8.934786, 0.918000, 3.528820, 16-Jul-2000
0.032571, 12.755755, 0.853000, 0.027783, 17-Jul-2000
0.222429, 12.776449, 0.813000, 0.180834, 18-Jul-2000
0.713796, 12.788327, 0.818000, 0.583885, 19-Jul-2000
0.564653, 12.998878, 0.818000, 0.461886, 20-Jul-2000
0.343398, 13.502122, 0.796000, 0.273345, 21-Jul-2000
0.727245, 13.563531, 0.707000, 0.514162, 22-Jul-2000
0.611714, 13.845520, 0.734000, 0.448998, 23-Jul-2000
1.457745, 14.290776, 0.754000, 1.099140, 24-Jul-2000
1.502633, 14.453531, 0.759000, 1.140498, 25-Jul-2000
0.224092, 15.744102, 0.797000, 0.178601, 26-Jul-2000
0.014694, 15.955449, 0.827000, 0.012152, 27-Jul-2000
0.114704, 15.968133, 0.957000, 0.109772, 28-Jul-2000
0.442520, 15.970082, 0.957000, 0.423492, 29-Jul-2000
0.445153, 16.082837, 0.963000, 0.428682, 30-Jul-2000
0.827224, 16.388510, 0.963000, 0.796617, 31-Jul-2000
0.806735, 16.503898, 0.920000, 0.742196, 01-Aug-2000
0.721561, 17.215735, 0.858000, 0.619100, 02-Aug-2000
0.638214, 17.306837, 0.737000, 0.470364, 03-Aug-2000
0.106439, 17.933500, 0.673000, 0.071633, 04-Aug-2000
0.307357, 17.945051, 0.683000, 0.209925, 05-Aug-2000
0.295255, 18.039918, 0.699000, 0.206383, 06-Aug-2000
0.090898, 18.252388, 0.699000, 0.063538, 07-Aug-2000
0.008561, 18.335112, 0.706000, 0.006044, 08-Aug-2000
0.148041, 18.343224, 0.786000, 0.116360, 09-Aug-2000
0.297306, 18.343541, 0.840000, 0.249737, 10-Aug-2000
0.336612, 18.491133, 0.840000, 0.282754, 11-Aug-2000
1.188296, 18.640847, 0.843000, 1.001733, 12-Aug-2000
1.235959, 18.827745, 0.843000, 1.041914, 13-Aug-2000
0.481173, 19.806418, 0.831000, 0.399855, 14-Aug-2000
1.040316, 20.040561, 0.797000, 0.829132, 15-Aug-2000
0.793704, 20.280847, 0.776000, 0.615914, 16-Aug-2000
0.000000, 21.074551, 0.770000, 0.000000, 17-Aug-2000
0.000000, 21.074551, 0.756000, 0.000000, 18-Aug-2000
0.005092, 21.074551, 0.679000, 0.003457, 19-Aug-2000
0.237765, 21.074551, 0.679000, 0.161443, 20-Aug-2000
0.247898, 21.079398, 0.654000, 0.162125, 21-Aug-2000
0.119776, 21.302755, 0.658000, 0.078812, 22-Aug-2000
0.314398, 21.317694, 0.722000, 0.226995, 23-Aug-2000
0.839602, 21.422245, 0.808000, 0.678398, 24-Aug-2000
0.640020, 21.632092, 0.874000, 0.559378, 25-Aug-2000
0.890510, 22.261847, 0.932000, 0.829956, 26-Aug-2000
0.900500, 22.272112, 0.942000, 0.848271, 27-Aug-2000
0.025592, 23.152357, 0.952000, 0.024363, 28-Aug-2000
0.165133, 23.159122, 0.952000, 0.157206, 29-Aug-2000
0.177296, 23.164459, 0.857000, 0.151943, 30-Aug-2000
0.137939, 23.324204, 0.857000, 0.118214, 31-Aug-2000
0.244459, 23.341704, 0.738000, 0.180411, 01-Sep-2000
0.124653, 23.459071, 0.730000, 0.090997, 02-Sep-2000
0.001602, 23.583071, 0.764000, 0.001224, 03-Sep-2000
0.001255, 23.582786, 0.765000, 0.000960, 04-Sep-2000
0.255959, 23.582918, 0.791000, 0.202464, 05-Sep-2000
0.319306, 23.583194, 0.791000, 0.252571, 06-Sep-2000
0.390786, 23.622918, 0.785000, 0.306767, 07-Sep-2000
0.392653, 23.684939, 0.747000, 0.293312, 08-Sep-2000
0.386265, 24.011969, 0.775000, 0.299356, 09-Sep-2000
0.339837, 24.077378, 0.795000, 0.270170, 10-Sep-2000
0.023908, 23.933010, 0.815000, 0.019485, 11-Sep-2000
0.006439, 23.659776, 0.815000, 0.005248, 12-Sep-2000
0.001602, 23.630745, 0.880000, 0.001410, 13-Sep-2000
0.049163, 23.578796, 0.880000, 0.043264, 14-Sep-2000
0.071306, 23.572398, 0.866000, 0.061751, 15-Sep-2000
0.710327, 23.223245, 1.472000, 1.045601, 16-Sep-2000
3.753837, 22.516888, 1.472000, 5.525648, 17-Sep-2000
3.081163, 22.919837, 1.375000, 4.236599, 18-Sep-2000
0.766735, 24.837153, 0.720000, 0.552049, 19-Sep-2000
0.963276, 24.715020, 0.877000, 0.844793, 20-Sep-2000
0.229143, 25.464357, 0.877000, 0.200958, 21-Sep-2000
0.018163, 25.546857, 0.814000, 0.014785, 22-Sep-2000
0.001337, 25.453010, 0.793000, 0.001060, 23-Sep-2000
0.074847, 25.223857, 0.815000, 0.061000, 24-Sep-2000
0.076592, 24.416122, 0.831000, 0.063648, 25-Sep-2000
0.002337, 24.249612, 0.831000, 0.001942, 26-Sep-2000
0.655235, 24.181551, 0.655000, 0.429179, 27-Sep-2000
0.841571, 24.138500, 0.650000, 0.547021, 28-Sep-2000
0.191847, 24.544480, 0.634000, 0.121631, 29-Sep-2000
0.005224, 24.425469, 0.672000, 0.003511, 30-Sep-2000
0.000041, 23.482316, 0.672000, 0.000027, 01-Oct-2000
0.000000, 23.478551, 0.638000, 0.000000, 02-Oct-2000
0.005724, 23.466653, 0.860000, 0.004923, 03-Oct-2000
0.005765, 23.286510, 0.860000, 0.004958, 04-Oct-2000
0.000041, 22.947214, 0.702000, 0.000029, 05-Oct-2000
0.080133, 22.870990, 0.699000, 0.056013, 06-Oct-2000
0.093643, 22.865959, 0.676000, 0.063303, 07-Oct-2000
0.013510, 22.322133, 0.570000, 0.007701, 08-Oct-2000
0.000000, 22.153398, 0.395000, 0.000000, 09-Oct-2000
0.000000, 22.147000, 0.508000, 0.000000, 10-Oct-2000
0.000224, 22.056276, 0.608000, 0.000136, 11-Oct-2000
0.000224, 22.056163, 0.662000, 0.000149, 12-Oct-2000
0.000000, 21.968469, 0.725000, 0.000000, 13-Oct-2000
0.000000, 21.645010, 0.725000, 0.000000, 14-Oct-2000
0.000000, 17.821673, 0.776000, 0.000000, 15-Oct-2000
0.000000, 17.800980, 0.859000, 0.000000, 16-Oct-2000
0.000000, 17.789102, 0.859000, 0.000000, 17-Oct-2000
0.000000, 17.578551, 0.802000, 0.000000, 18-Oct-2000
0.000000, 17.075306, 0.798000, 0.000000, 19-Oct-2000
0.021041, 17.013898, 0.766000, 0.016117, 20-Oct-2000
0.021051, 16.731908, 0.776000, 0.016336, 21-Oct-2000
0.000255, 16.307694, 0.776000, 0.000198, 22-Oct-2000
0.000245, 16.141245, 0.675000, 0.000165, 23-Oct-2000
0.000000, 14.850204, 0.650000, 0.000000, 24-Oct-2000
0.000000, 14.638857, 0.742000, 0.000000, 25-Oct-2000
0.003173, 14.626112, 0.773000, 0.002453, 26-Oct-2000
0.003173, 14.624163, 0.773000, 0.002453, 27-Oct-2000
0.000000, 14.514582, 0.872000, 0.000000, 28-Oct-2000
0.000000, 14.184816, 0.872000, 0.000000, 29-Oct-2000
0.000694, 14.069429, 0.847000, 0.000588, 30-Oct-2000
0.000694, 13.357592, 0.757000, 0.000525, 31-Oct-2000
0.000000, 13.263388, 0.785000, 0.000000, 01-Nov-2000
0.000000, 12.636724, 0.785000, 0.000000, 02-Nov-2000
0.000245, 12.625173, 0.723000, 0.000177, 03-Nov-2000
0.000245, 12.530286, 0.659000, 0.000161, 04-Nov-2000
0.000000, 12.318061, 0.721000, 0.000000, 05-Nov-2000
0.000000, 12.235276, 0.772000, 0.000000, 06-Nov-2000
0.000000, 12.227163, 0.808000, 0.000000, 07-Nov-2000
0.000000, 12.226714, 0.879000, 0.000000, 08-Nov-2000
0.000000, 12.079122, 0.933000, 0.000000, 09-Nov-2000
0.267163, 11.929408, 0.933000, 0.249263, 10-Nov-2000
0.267163, 11.742510, 0.795000, 0.212395, 11-Nov-2000
0.000000, 11.008276, 0.856000, 0.000000, 12-Nov-2000
0.000000, 10.773714, 1.030000, 0.000000, 13-Nov-2000
0.323643, 10.527102, 1.030000, 0.333352, 14-Nov-2000
0.323643, 9.733398, 0.759000, 0.245645, 15-Nov-2000
0.000000, 10.057041, 0.857000, 0.000000, 16-Nov-2000
0.096357, 10.057041, 0.857000, 0.082578, 17-Nov-2000
0.096908, 10.057041, 0.662000, 0.064153, 18-Nov-2000
0.014541, 10.148306, 0.666000, 0.009684, 19-Nov-2000
0.014051, 9.916184, 0.666000, 0.009358, 20-Nov-2000
0.000194, 9.914949, 0.290000, 0.000056, 21-Nov-2000
0.000133, 9.810459, 0.469000, 0.000062, 22-Nov-2000
0.000000, 9.600745, 0.660000, 0.000000, 23-Nov-2000
0.000000, 8.970990, 1.018000, 0.000000, 24-Nov-2000
0.563173, 8.960724, 1.018000, 0.573311, 25-Nov-2000
0.865245, 8.080480, 0.907000, 0.784777, 26-Nov-2000
0.302071, 8.623398, 0.726000, 0.219304, 27-Nov-2000
0.000000, 8.920133, 0.726000, 0.000000, 28-Nov-2000
0.032959, 8.760337, 0.615000, 0.020270, 29-Nov-2000
0.032959, 8.742837, 0.596000, 0.019644, 30-Nov-2000
0.000000, 8.655357, 0.544000, 0.000000, 01-Dec-2000
0.000000, 8.531337, 0.544000, 0.000000, 02-Dec-2000
0.000000, 8.530704, 0.484000, 0.000000, 03-Dec-2000
0.000000, 8.529735, 0.369000, 0.000000, 04-Dec-2000
0.003429, 8.529449, 0.396000, 0.001358, 05-Dec-2000
0.003429, 8.273776, 0.599000, 0.002054, 06-Dec-2000
0.000000, 8.213571, 0.628000, 0.000000, 07-Dec-2000
0.000000, 7.886418, 0.750000, 0.000000, 08-Dec-2000
0.000000, 7.820918, 0.822000, 0.000000, 09-Dec-2000
0.000969, 7.500153, 0.827000, 0.000802, 10-Dec-2000
0.010429, 7.481082, 0.951000, 0.009918, 11-Dec-2000
0.071265, 7.477214, 0.951000, 0.067773, 12-Dec-2000
0.061806, 7.485071, 0.917000, 0.056676, 13-Dec-2000
0.000000, 7.546878, 0.917000, 0.000000, 14-Dec-2000
0.003673, 7.497714, 0.752000, 0.002762, 15-Dec-2000
0.003673, 7.475571, 0.779000, 0.002862, 16-Dec-2000
0.134755, 6.791061, 0.779000, 0.104974, 17-Dec-2000
0.135571, 3.725408, 0.524000, 0.071039, 18-Dec-2000
0.034010, 3.844653, 0.524000, 0.017821, 19-Dec-2000
0.033194, 3.094245, 0.454000, 0.015070, 20-Dec-2000
0.000000, 2.915388, 0.526000, 0.000000, 21-Dec-2000
0.000000, 2.898296, 0.526000, 0.000000, 22-Dec-2000
0.000000, 2.897224, 0.450000, 0.000000, 23-Dec-2000
0.000000, 2.896959, 0.450000, 0.000000, 24-Dec-2000
0.000000, 2.822378, 0.431000, 0.000000, 25-Dec-2000
0.000000, 2.820367, 0.698000, 0.000000, 26-Dec-2000
0.000000, 2.820041, 0.819000, 0.000000, 27-Dec-2000
0.277673, 2.165133, 0.819000, 0.227415, 28-Dec-2000
0.277673, 1.978469, 0.720000, 0.199925, 29-Dec-2000
0.000000, 2.250959, 0.557000, 0.000000, 30-Dec-2000
0.000000, 2.250918, 0.283000, 0.000000, 31-Dec-2000
0.000000, 2.250918, 0.283000, 0.000000, 01-Jan-2001
0.000204, 2.250918, 0.274000, 0.000056, 02-Jan-2001
0.006837, 2.245194, 0.303000, 0.002072, 03-Jan-2001
0.006633, 2.245357, 0.372000, 0.002467, 04-Jan-2001
0.000000, 2.251990, 0.656000, 0.000000, 05-Jan-2001
0.000000, 2.171857, 0.656000, 0.000000, 06-Jan-2001
0.000000, 2.158347, 0.756000, 0.000000, 07-Jan-2001
0.611990, 2.158347, 0.756000, 0.462664, 08-Jan-2001
0.611990, 2.158347, 0.752000, 0.460216, 09-Jan-2001
0.000020, 2.770337, 0.614000, 0.000013, 10-Jan-2001
0.000020, 2.770112, 0.708000, 0.000014, 11-Jan-2001
0.047969, 2.770133, 0.708000, 0.033962, 12-Jan-2001
0.047969, 2.770133, 0.480000, 0.023025, 13-Jan-2001
0.000000, 2.818102, 0.480000, 0.000000, 14-Jan-2001
0.000000, 2.818102, 0.434000, 0.000000, 15-Jan-2001
0.000000, 2.818102, 0.497000, 0.000000, 16-Jan-2001
0.000000, 2.818102, 0.512000, 0.000000, 17-Jan-2001
0.000000, 2.818102, 0.597000, 0.000000, 18-Jan-2001
0.002959, 2.818102, 0.683000, 0.002021, 19-Jan-2001
0.122418, 2.797061, 0.683000, 0.083612, 20-Jan-2001
0.119459, 2.800010, 0.315000, 0.037630, 21-Jan-2001
0.000000, 2.919224, 0.315000, 0.000000, 22-Jan-2001
0.000000, 2.919224, 0.344000, 0.000000, 23-Jan-2001
0.000000, 2.919224, 0.481000, 0.000000, 24-Jan-2001
0.000000, 2.919224, 0.481000, 0.000000, 25-Jan-2001
0.000000, 2.916051, 0.405000, 0.000000, 26-Jan-2001
0.000000, 2.916051, 0.480000, 0.000000, 27-Jan-2001
0.000000, 2.916051, 0.480000, 0.000000, 28-Jan-2001
0.000000, 2.916051, 0.520000, 0.000000, 29-Jan-2001
0.000000, 2.915357, 0.520000, 0.000000, 30-Jan-2001
0.014551, 2.915357, 0.493000, 0.007174, 31-Jan-2001
0.379551, 2.915357, 0.465000, 0.176491, 01-Feb-2001
0.373510, 2.929908, 0.458000, 0.171068, 02-Feb-2001
0.153776, 3.294663, 0.325000, 0.049977, 03-Feb-2001
0.188133, 3.303173, 0.468000, 0.088046, 04-Feb-2001
0.043265, 3.448439, 0.468000, 0.020248, 05-Feb-2001
0.000398, 3.491306, 0.557000, 0.000222, 06-Feb-2001
0.000000, 3.491704, 0.601000, 0.000000, 07-Feb-2001
0.000000, 3.491704, 0.601000, 0.000000, 08-Feb-2001
0.000000, 3.491704, 0.587000, 0.000000, 09-Feb-2001
0.000000, 3.224541, 0.551000, 0.000000, 10-Feb-2001
0.000041, 3.224541, 0.444000, 0.000018, 11-Feb-2001
0.000041, 3.224541, 0.432000, 0.000018, 12-Feb-2001
0.000000, 3.224582, 0.440000, 0.000000, 13-Feb-2001
0.000000, 2.900939, 0.470000, 0.000000, 14-Feb-2001
0.000000, 2.900939, 0.491000, 0.000000, 15-Feb-2001
0.000000, 2.900939, 0.505000, 0.000000, 16-Feb-2001
0.000102, 2.804582, 0.505000, 0.000052, 17-Feb-2001
0.000102, 2.804031, 0.495000, 0.000051, 18-Feb-2001
0.000000, 2.790143, 0.670000, 0.000000, 19-Feb-2001
0.000000, 2.790082, 0.670000, 0.000000, 20-Feb-2001
0.000000, 2.789949, 0.648000, 0.000000, 21-Feb-2001
0.001653, 2.789949, 0.663000, 0.001096, 22-Feb-2001
0.001653, 2.789949, 0.663000, 0.001096, 23-Feb-2001
0.000041, 2.791602, 0.596000, 0.000024, 24-Feb-2001
0.000041, 2.228429, 0.596000, 0.000024, 25-Feb-2001
0.000051, 1.926398, 0.562000, 0.000029, 26-Feb-2001
0.000051, 1.926398, 0.537000, 0.000027, 27-Feb-2001
